LP	Substancja	EAN	Nazwa	Postać	Dawka	Zawartość	Wskazania	Odpłatność	Dopłata
142	Amlodipini besilas	05909991322885	Amlodipine Aurovitas	tabletki	10 mg	30 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	2,97
143	Amlodipini besilas	05909991322816	Amlodipine Aurovitas	tabletki	5 mg	30 tabl.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	1,59
144	Amlodipinum	05909990642267	Adipine	tabletki	10 mg	30 szt. (3 blist.po 10 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	3,81
145	Amlodipinum	05909990642311	Adipine	tabletki	5 mg	30 szt. (3 blist.po 10 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	2,25
146	Amlodipinum	05909991230845	Agen 10	tabletki	10 mg	30 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	3,39
147	Amlodipinum	05909991226909	Agen 10	tabletki	10 mg	30 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	3,60
148	Amlodipinum	05909991099022	Agen 10	tabletki	10 mg	30 szt. (3 blist.po 10 szt. lub 2 blist.po 15 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	4,59
149	Amlodipinum	05909991302184	Agen 10	tabletki	10 mg	30 tabl.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	3,60
150	Amlodipinum	05909991226916	Agen 10	tabletki	10 mg	60 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	6,73
151	Amlodipinum	05909991067540	Agen 10	tabletki	10 mg	60 szt. (6 blist.po 10 szt. lub 4 blist.po 15 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	7,09
152	Amlodipinum	05909991231811	Agen 5	tabletki	5 mg	30 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	1,84
153	Amlodipinum	05909991098926	Agen 5	tabletki	5 mg	30 szt. (3 blist.po 10 szt. lub 2 blist.po 15 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	2,65
154	Amlodipinum	05909991295226	Agen 5	tabletki	5 mg	30 tabl.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	1,98
155	Amlodipinum	05909991295233	Agen 5	tabletki	5 mg	60 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	3,78
156	Amlodipinum	05909991067533	Agen 5	tabletki	5 mg	60 szt. (6 blist.po 10 szt. lub 4 blist.po 15 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	3,78
157	Amlodipinum	05909991008734	Aldan	tabletki	10 mg	30 szt. (3 blist.po 10 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	4,46
158	Amlodipinum	05909991008635	Aldan	tabletki	5 mg	30 szt. (3 blist.po 10 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	2,66
159	Amlodipinum	05909991068073	Alneta	tabletki	10 mg	30 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	4,46
160	Amlodipinum	05909991068097	Alneta	tabletki	10 mg	60 tabl.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	8,01
161	Amlodipinum	05909991067977	Alneta	tabletki	5 mg	30 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	2,49
162	Amlodipinum	05909991067991	Alneta	tabletki	5 mg	60 tabl.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	4,24
163	Amlodipinum	05909990955008	Amlodipine Aurobindo	tabletki	10 mg	30 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	2,94
164	Amlodipinum	05909990954254	Amlodipine Aurobindo	tabletki	5 mg	30 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	1,58
165	Amlodipinum	05909990800551	Amlodipine Bluefish	tabletki	10 mg	30 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	2,99
166	Amlodipinum	05909990800469	Amlodipine Bluefish	tabletki	5 mg	30 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	1,58
167	Amlodipinum	05909991392079	Amlodipine Orion	tabletki	10 mg	30 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	3,12
168	Amlodipinum	05909991392062	Amlodipine Orion	tabletki	5 mg	30 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	1,65
169	Amlodipinum	05909990842698	Amlomyl	tabletki	10 mg	30 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	3,27
170	Amlodipinum	05909991362195	Amlomyl	tabletki	10 mg	30 tabl.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	3,15
171	Amlodipinum	05909990842476	Amlomyl	tabletki	5 mg	30 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	1,86
172	Amlodipinum	05909990642625	Amlonor	tabletki	10 mg	30 szt. (3 blist.po 10 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	4,36
173	Amlodipinum	05909990642618	Amlonor	tabletki	5 mg	30 szt. (3 blist.po 10 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	2,31
174	Amlodipinum	05909991312343	Amlopin 10 mg	tabletki	10 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	2,99
175	Amlodipinum	05909991371784	Amlopin 10 mg	tabletki	10 mg	28 tabl.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	2,75
176	Amlodipinum	05909991361020	Amlopin 10 mg	tabletki	10 mg	28 tabl.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	3,09
177	Amlodipinum	05909997213699	Amlopin 10 mg	tabletki	10 mg	30 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	3,65
178	Amlodipinum	05909990048977	Amlopin 10 mg	tabletki	10 mg	30 szt. (3 blist.po 10 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	6,20
179	Amlodipinum	05909991312244	Amlopin 5 mg	tabletki	5 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	1,85
180	Amlodipinum	05909991371708	Amlopin 5 mg	tabletki	5 mg	28 tabl.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	1,79
181	Amlodipinum	05909991361013	Amlopin 5 mg	tabletki	5 mg	28 tabl.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	1,91
182	Amlodipinum	05909991200732	Amlopin 5 mg	tabletki	5 mg	30 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	1,96
183	Amlodipinum	05909997213675	Amlopin 5 mg	tabletki	5 mg	30 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	1,96
184	Amlodipinum	05909990048939	Amlopin 5 mg	tabletki	5 mg	30 szt. (3 blist.po 10 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	3,39
185	Amlodipinum	05909990799817	Amlozek	tabletki	10 mg	30 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	8,76
186	Amlodipinum	05909990799718	Amlozek	tabletki	5 mg	30 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	8,00
187	Amlodipinum	05909991236687	Apo-Amlo 10	tabletki	10 mg	30 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	3,65
188	Amlodipinum	05909990565993	Apo-Amlo 10	tabletki	10 mg	30 szt. (3 blist.po 10 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	4,49
189	Amlodipinum	05909990565986	Apo-Amlo 5	tabletki	5 mg	30 szt. (3 blist.po 10 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	2,53
190	Amlodipinum	05909990907519	Cardilopin	tabletki	10 mg	30 szt. (3 blist.po 10 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	4,16
191	Amlodipinum	05909990907311	Cardilopin	tabletki	2.5 mg	30 szt. (3 blist.po 10 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	2,77
192	Amlodipinum	05909990907410	Cardilopin	tabletki	5 mg	30 szt. (3 blist.po 10 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	2,16
193	Amlodipinum	05909990794461	Finamlox	tabletki	10 mg	30 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	4,28
194	Amlodipinum	05909990794430	Finamlox	tabletki	5 mg	30 tabl.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	2,12
195	Amlodipinum	05909990993116	Normodipine	tabletki	10 mg	30 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	3,78
196	Amlodipinum	05909990993017	Normodipine	tabletki	5 mg	30 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	1,98
197	Amlodipinum	05909990963119	Tenox	tabletki	10 mg	30 szt. (3 blist.po 10 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	4,50
198	Amlodipinum	05909990963010	Tenox	tabletki	5 mg	30 szt. (3 blist.po 10 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	2,54
199	Amlodipinum	05909990421824	Tenox	tabletki	5 mg	90 szt. (9 blist.po 10 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	6,52
200	Amlodipinum	05909991283797	Vilpin	tabletki	10 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	3,09
201	Amlodipinum	05909991312374	Vilpin	tabletki	10 mg	28 tabl.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	3,09
202	Amlodipinum	05909991042912	Vilpin	tabletki	10 mg	30 szt. (3 blist.po 10 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	4,43
203	Amlodipinum	05909991312367	Vilpin	tabletki	5 mg	28 tabl.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	1,85
204	Amlodipinum	05909990621217	Vilpin	tabletki	5 mg	30 szt. (3 blist.po 10 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; objaw Raynauda związany z twardziną układową - leczenie pierwszoliniowe	30%	2,26
205	Amlodipinum + Valsartanum	05907626708288	Dipperam	tabletki powlekane	10+160 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	7,23
206	Amlodipinum + Valsartanum	05907626709384	Dipperam	tabletki powlekane	10+160 mg	56 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	13,37
207	Amlodipinum + Valsartanum	05907626708257	Dipperam	tabletki powlekane	5+160 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	7,23
208	Amlodipinum + Valsartanum	05907626709377	Dipperam	tabletki powlekane	5+160 mg	56 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	13,37
209	Amlodipinum + Valsartanum	05907626708226	Dipperam	tabletki powlekane	5+80 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	4,23
210	Amlodipinum + Valsartanum	05907626709360	Dipperam	tabletki powlekane	5+80 mg	56 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	7,03
211	Amlodipinum + Valsartanum + Hydrochlorothiazidum	03838989708610	Valtricom	tabletki powlekane	10 + 160 + 12.5 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	9,37
212	Amlodipinum + Valsartanum + Hydrochlorothiazidum	03838989708634	Valtricom	tabletki powlekane	10 + 160 + 25 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	9,37
213	Amlodipinum + Valsartanum + Hydrochlorothiazidum	03838989708627	Valtricom	tabletki powlekane	5 + 160 + 12.5 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	9,37
214	Amoxicillinum	05909990691319	Amotaks	tabletki	1 g	16 szt. (2 blist.po 8 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; zakażenia u pacjentów z niedoborami odporności - profilaktyka	ryczałt	5,35
215	Amoxicillinum	05909991089153	Amotaks	tabletki	1 g	20 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; zakażenia u pacjentów z niedoborami odporności - profilaktyka	ryczałt	3,61
216	Amoxicillinum	05909990691517	Amotaks	kapsułki twarde	500 mg	16 szt. (2 blist.po 8 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; zakażenia u pacjentów z niedoborami odporności - profilaktyka	ryczałt	6,45
217	Amoxicillinum	05909991089108	Amotaks	kapsułki twarde	500 mg	20 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; zakażenia u pacjentów z niedoborami odporności - profilaktyka	ryczałt	3,38
218	Amoxicillinum	05909991298258	Amotaks	granulat do sporządzania zawiesiny doustnej	500 mg/5 ml	100 ml (65,3 g)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; zakażenia u pacjentów z niedoborami odporności - profilaktyka	ryczałt	3,56
219	Amoxicillinum	05909990794379	Amotaks	granulat do sporządzania zawiesiny doustnej	500 mg/5 ml	60 ml (39,2 g)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; zakażenia u pacjentów z niedoborami odporności - profilaktyka	ryczałt	4,27
220	Amoxicillinum	05909991043728	Amotaks DIS	tabletki	1 g	16 szt. (2 blist.po 8 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; zakażenia u pacjentów z niedoborami odporności - profilaktyka	ryczałt	3,98
221	Amoxicillinum	05909991089146	Amotaks Dis	tabletki	1 g	20 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; zakażenia u pacjentów z niedoborami odporności - profilaktyka	ryczałt	3,61
222	Amoxicillinum	05909991043520	Amotaks DIS	tabletki	500 mg	16 szt. (2 blist.po 8 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; zakażenia u pacjentów z niedoborami odporności - profilaktyka	ryczałt	4,43
223	Amoxicillinum	05909991089122	Amotaks Dis	tabletki	500 mg	20 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; zakażenia u pacjentów z niedoborami odporności - profilaktyka	ryczałt	3,38
224	Amoxicillinum	05909991043629	Amotaks DIS	tabletki	750 mg	16 szt. (2 blist.po 8 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; zakażenia u pacjentów z niedoborami odporności - profilaktyka	ryczałt	4,65
225	Amoxicillinum	05909991089139	Amotaks Dis	tabletki	750 mg	20 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; zakażenia u pacjentów z niedoborami odporności - profilaktyka	ryczałt	3,52
226	Amoxicillinum	05909991373139	Amoxicillin Aurovitas	tabl. do sporz. zaw. doustnej	1000 mg	16 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; zakażenia u pacjentów z niedoborami odporności - profilaktyka	ryczałt	3,47
227	Amoxicillinum	05909991373061	Amoxicillin Aurovitas	tabl. do sporz. zaw. doustnej	750 mg	16 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; zakażenia u pacjentów z niedoborami odporności - profilaktyka	ryczałt	3,57
228	Amoxicillinum	05909990066018	Hiconcil	kapsułki twarde	250 mg	16 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; zakażenia u pacjentów z niedoborami odporności - profilaktyka	ryczałt	3,86
229	Amoxicillinum	05909990083619	Hiconcil	proszek do sporządzania zawiesiny doustnej	250 mg/5 ml	1 but.po 100 ml	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; zakażenia u pacjentów z niedoborami odporności - profilaktyka	ryczałt	3,20
